gene,gene_ID,pathway,dose,type_of_radiation,tissue_cell_line,time_after_irradiation
ABCA1,19,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ITGA6,3655,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NLRP3,114548,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SPTAN1,6709,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GCH1,2643,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MYH9,4627,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ROS1,6098,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DUSP1,1843,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDH11,1009,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FDXR,2232,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAP3K8,1326,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CALM1,801,Unknown,Unknown,ionizing radiation,Unknown,Unknown
INHBA,3624,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LAMP2,3920,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NDRG1,10397,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDIA3,2923,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPP2R2B,5521,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRKAB2,5565,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SERPINA3,12,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TREM2,54209,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LGR5,8549,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OSMR,9180,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PGF,5228,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SELL,6402,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TG,7038,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TICAM1,148022,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANXA3,306,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FABP5,2171,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KMT2C,58508,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MTHFD2,10797,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAPPA,5069,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CXCL2,2920,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MLANA,2315,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANGPT4,51378,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CNOT1,23019,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MNAT1,4331,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TSC22D1,8848,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GSTK1,373156,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HSF2,3298,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RASA2,5922,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IL4I1,259307,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATP5IF1,93974,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CNOT4,4850,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NPM2,10361,Unknown,Unknown,ionizing radiation,Unknown,Unknown
H2BC14,8342,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRIM10,10107,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C2orf49,79074,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NEAT1,283131,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR30E,407034,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR125B1,406911,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR125B2,406912,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR141,406933,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR370,442915,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR499A,574501,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TP53TG1,11257,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR152,406943,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR199A2,406977,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR302D,442896,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR33A,407039,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR361,494323,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR432,574451,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR503HG,84848,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR675,100033819,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR1275,100302123,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR302B,442894,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR423,494335,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR505,574508,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR495,574453,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR551B,693136,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR671,768213,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR362,574030,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAFA-AS1,104326051,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR1915,100302129,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR3187,100422854,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CRMA,253868,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR320B1,100302117,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR1909,100302210,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR320B2,100313769,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR543,100126335,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRP-AGG2-5,7217,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR1297,100302187,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR448,554212,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRP-AGG2-6,7218,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR302E,100313774,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR1973,100302290,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR4458,100616142,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LOC102724971,102724971,Unknown,Unknown,ionizing radiation,Unknown,Unknown
REV1,51455,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AXL,558,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAPKAPK2,9261,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PABPN1,8106,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF3A,8661,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRIM21,6737,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DDX39B,7919,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDC23,8697,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OTUD7B,56957,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COPS7B,64708,Unknown,Unknown,ionizing radiation,Unknown,Unknown
WDR3,10885,Unknown,Unknown,ionizing radiation,Unknown,Unknown
VHL,7428,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CTTN,2017,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UCHL3,7347,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POLD2,5425,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TSN,7247,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TSNAX,7257,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ITGB6,3694,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ALAD,210,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CYP2R1,120227,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TANK,10010,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EYA3,2140,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SPIDR,23514,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXO4,26272,Unknown,Unknown,ionizing radiation,Unknown,Unknown
INTS7,25896,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRNIP,51149,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FLT3,2322,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF4E,1977,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UBA1,7317,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DHX9,1660,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ADCY10,55811,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ILF2,3608,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXO22,26263,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PACSIN1,29993,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GZMH,2999,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXL13,222235,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KCNMA1,3778,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EWSR1,2130,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EPRS1,2058,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DHX15,1665,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FIS1,51024,Unknown,Unknown,ionizing radiation,Unknown,Unknown
URI1,8725,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NCBP2,22916,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SFXN3,81855,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EXOSC4,54512,Unknown,Unknown,ionizing radiation,Unknown,Unknown
WDR82,80335,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AHCTF1,25909,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COPS4,51138,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF326,284695,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FHOD3,80206,Unknown,Unknown,ionizing radiation,Unknown,Unknown
USP9X,8239,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BMI1,648,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EEF1A1,1915,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SKP1,6500,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF4A3,9775,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAP3K4,4216,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CSNK1A1L,122011,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KPNA2,3838,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMARCA2,6595,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRD4,23476,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CTCF,10664,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GCLC,2729,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GMNN,51053,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GAS6,2621,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UFD1,7353,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAWR,5074,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GSTO2,119391,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMC6,5706,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TOPORS,10210,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FGF20,26281,Unknown,Unknown,ionizing radiation,Unknown,Unknown
STAU1,6780,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CHAF1A,10036,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GADD45GIP1,90480,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMARCC2,6601,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EPHA2,1969,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ITGB2,3689,Unknown,Unknown,ionizing radiation,Unknown,Unknown
APOA1,335,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LEF1,51176,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANGPT1,284,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CD79A,973,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBN1,2200,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IL1R1,3554,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ITGAL,3683,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAX6,5080,Unknown,Unknown,ionizing radiation,Unknown,Unknown
APOB,338,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDK7,1022,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CSF2RB,1439,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LIPC,3990,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PER2,8864,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SCG2,7857,Unknown,Unknown,ionizing radiation,Unknown,Unknown
H4C16,121504,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSPC1,55269,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IGKC,3514,Unknown,Unknown,ionizing radiation,Unknown,Unknown
WFDC5,149708,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR134,406924,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR24-2,407013,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIR24-1,407012,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BUB1,699,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PLA2G4A,5321,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRKAA2,5563,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ITCH,83737,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MITF,4286,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDK9,1025,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HADHA,3030,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KDM4B,23030,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAPKAP1,79109,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MLKL,197259,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL35A,6165,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS17,6218,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TPR,7175,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HNRNPL,3191,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANAPC1,64682,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCAR2,57805,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MGA,23269,Unknown,Unknown,ionizing radiation,Unknown,Unknown
G2E3,55632,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CARD11,84433,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PROM1,8842,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FAN1,22909,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GALNT12,79695,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASCL3,56676,Unknown,Unknown,ionizing radiation,Unknown,Unknown
JAK1,3716,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRKACA,5566,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PIM1,5292,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IRAK4,51135,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRKACB,5567,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ALDH18A1,5832,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDC73,79577,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMA6,5687,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BTRC,8945,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NCOR1,9611,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PYCR1,5831,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL10,6134,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TUBB4B,10383,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATXN1,6310,Unknown,Unknown,ionizing radiation,Unknown,Unknown
REV3L,5980,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRPK1,6732,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CTBP2,1488,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DUSP3,1845,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KDM2B,84678,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAD2L1,4085,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTBP1,5725,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBBP4,5928,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMC5,5705,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SIRT4,23409,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BMP5,653,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS9,6203,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCT7,10574,Unknown,Unknown,ionizing radiation,Unknown,Unknown
USP4,7375,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRPL3,11222,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PHF6,84295,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UCHL5,51377,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATF5,22809,Unknown,Unknown,ionizing radiation,Unknown,Unknown
INCENP,3619,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NRDC,4898,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NUP160,23279,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPP6R2,9701,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL30,6156,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS15,6209,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF3B,8662,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ITSN2,50618,Unknown,Unknown,ionizing radiation,Unknown,Unknown
STK38,11329,Unknown,Unknown,ionizing radiation,Unknown,Unknown
STRN,6801,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMPDL3B,27293,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF3C,8663,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HSPA14,51182,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANAPC5,51433,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MSL2,55167,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPP6R3,55291,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UBXN1,51035,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZBTB4,57659,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DRAM1,55332,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDAP1,11333,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BLID,414899,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GLI3,2737,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATP7B,540,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FGF10,2255,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IDE,3416,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AP2M1,1173,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC12A6,9990,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCR2,729230,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CEBPB,1051,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAFAH1B1,5048,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RACGAP1,29127,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MC4R,4160,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RTN4,57142,Unknown,Unknown,ionizing radiation,Unknown,Unknown
USP1,7398,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AKR1D1,6718,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCL7,6354,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GAK,2580,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NIPBL,25836,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTPN5,84867,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FAT1,2195,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OXSR1,9943,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNAP91,9892,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EPHB6,2051,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FUT9,10690,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GCM2,9247,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KMT2E,55904,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LASP1,3927,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAEP,5047,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF14,9604,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GLRX2,51022,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MYOT,9499,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF13,11342,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DDX59,83479,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ELL,8178,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LMO7,4008,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAPK4,5596,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAST4,375449,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MX2,4600,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NSD3,54904,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PNOC,5368,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC25A37,51312,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNU13,4809,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RIOK3,8780,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMG1,8624,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EPM2AIP1,9852,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LMAN1L,79748,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MED30,90390,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OTUD4,54726,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RUFY1,80230,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BTBD3,22903,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GEMIN8,54960,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLFN11,91607,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCIN,881,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HERC4,26091,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MICAL3,57553,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRFAP1,93621,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NSA2,10412,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZBTB14,7541,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CASP8AP2,9994,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSD3,23362,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BUD31,8896,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ERH,2079,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CENPM,79019,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COMMD3,23412,Unknown,Unknown,ionizing radiation,Unknown,Unknown
YPEL2,388403,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANAPC15,25906,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CMSS1,84319,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KCTD6,200845,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZCCHC12,170261,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC9C2,284525,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHL32,114792,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZMAT1,84460,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FRMPD3,84443,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASB5,140458,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TEX44,165100,Unknown,Unknown,ionizing radiation,Unknown,Unknown
H2AP,25763,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMEM81,388730,Unknown,Unknown,ionizing radiation,Unknown,Unknown
